"Sitecode","Day","Survey.time","Species","Count.total","Count.pups","Count.nonpup","Estimated.total","Estimated.pups","Region","Stock","Tidestation","Year","Julian","use","year","nearest_high_height","nearest_low_height","tide_height","time_from_high_minutes","time_from_low_minutes"
3.04,1976-06-01,1976-06-01 12:28:00,"PV",37,2,35,35,2,"Grays Harbor","Coastal","Aberdeen",1976,153,TRUE,"1976",2.31,-0.29,0.779007,-242,171
3.11,1976-06-13,1976-06-13 08:20:00,"PV",76,23,53,84,27,"Grays Harbor","Coastal","Aberdeen",1976,165,TRUE,"1976",3.11,-0.67,-0.671043,398,6
3.06,1976-06-13,1976-06-13 08:20:00,"PV",192,38,154,134,36,"Grays Harbor","Coastal","Aberdeen",1976,165,TRUE,"1976",3.11,-0.67,-0.671043,398,6
3.07,1976-06-13,1976-06-13 08:20:00,"PV",294,38,256,225,24,"Grays Harbor","Coastal","Aberdeen",1976,165,TRUE,"1976",3.11,-0.67,-0.671043,398,6
3.09,1976-06-13,1976-06-13 08:20:00,"PV",248,49,199,213,62,"Grays Harbor","Coastal","Aberdeen",1976,165,TRUE,"1976",3.11,-0.67,-0.671043,398,6
3.13,1976-06-13,1976-06-13 08:20:00,"PV",54,20,34,57,24,"Grays Harbor","Coastal","Aberdeen",1976,165,TRUE,"1976",3.11,-0.67,-0.671043,398,6
3.14,1976-06-13,1976-06-13 08:20:00,"PV",65,23,42,69,28,"Grays Harbor","Coastal","Aberdeen",1976,165,TRUE,"1976",3.11,-0.67,-0.671043,398,6
3.2,1976-06-13,1976-06-13 08:20:00,"PV",45,13,32,37,11,"Grays Harbor","Coastal","Aberdeen",1976,165,TRUE,"1976",3.11,-0.67,-0.671043,398,6
3.21,1976-06-13,1976-06-13 08:20:00,"PV",186,80,106,182,88,"Grays Harbor","Coastal","Aberdeen",1976,165,TRUE,"1976",3.11,-0.67,-0.671043,398,6
3.04,1976-06-13,1976-06-13 09:00:00,"PV",175,57,118,174,60,"Grays Harbor","Coastal","Aberdeen",1976,165,TRUE,"1976",2.56,-0.67,-0.552968,-360,46
3.01,1976-06-13,1976-06-13 09:14:00,"PV",50,15,35,55,14,"Grays Harbor","Coastal","Aberdeen",1976,165,TRUE,"1976",2.56,-0.67,-0.474753,-346,60
2.12,1976-06-13,1976-06-13 09:25:00,"PV",30,7,23,28,5,"Willapa Bay","Coastal","Aberdeen",1976,165,TRUE,"1976",2.56,-0.67,-0.402208,-335,71
2.09,1976-06-13,1976-06-13 09:31:00,"PV",0,0,0,0,0,"Willapa Bay","Coastal","Aberdeen",1976,165,TRUE,"1976",2.56,-0.67,-0.358936,-329,77
2.1,1976-06-13,1976-06-13 09:31:00,"PV",0,0,0,0,0,"Willapa Bay","Coastal","Aberdeen",1976,165,TRUE,"1976",2.56,-0.67,-0.358936,-329,77
2.05,1976-06-13,1976-06-13 09:33:00,"PV",33,9,24,38,10,"Willapa Bay","Coastal","Aberdeen",1976,165,TRUE,"1976",2.56,-0.67,-0.343969,-327,79
2.07,1976-06-13,1976-06-13 09:33:00,"PV",68,13,55,57,12,"Willapa Bay","Coastal","Aberdeen",1976,165,TRUE,"1976",2.56,-0.67,-0.343969,-327,79
2.04,1976-06-13,1976-06-13 09:45:00,"PV",93,36,57,74,25,"Willapa Bay","Coastal","Aberdeen",1976,165,TRUE,"1976",2.56,-0.67,-0.248874,-315,91
2.01,1976-06-13,1976-06-13 09:52:00,"PV",59,14,45,48,13,"Willapa Bay","Coastal","Aberdeen",1976,165,TRUE,"1976",2.56,-0.67,-0.189526,-308,98
1.04,1976-06-13,1976-06-13 10:02:00,"PV",0,0,0,0,0,"Columbia River","Coastal","Astoria",1976,165,TRUE,"1976",2.44,-0.49,-0.390486,-339,44
1.05,1976-06-13,1976-06-13 10:06:00,"PV",0,0,0,0,0,"Columbia River","Coastal","Astoria",1976,165,TRUE,"1976",2.44,-0.49,-0.372155,-335,48
1.07,1976-06-13,1976-06-13 10:09:00,"PV",27,5,22,31,5,"Columbia River","Coastal","Astoria",1976,165,TRUE,"1976",2.44,-0.49,-0.357422,-332,51
2.03,1976-06-13,1976-06-13 10:40:00,"PV",2,1,1,2,1,"Willapa Bay","Coastal","Aberdeen",1976,165,TRUE,"1976",2.56,-0.67,0.277226,-260,146
3.14,1976-07-26,1976-07-26 18:25:00,"PV",15,0,15,15,0,"Grays Harbor","Coastal","Aberdeen",1976,208,FALSE,"1976",2.35,0.69,0.736445,285,-34
3.2,1976-07-26,1976-07-26 18:25:00,"PV",36,0,36,35,0,"Grays Harbor","Coastal","Aberdeen",1976,208,FALSE,"1976",2.35,0.69,0.736445,285,-34
3.21,1976-07-26,1976-07-26 18:25:00,"PV",89,2,87,85,0,"Grays Harbor","Coastal","Aberdeen",1976,208,FALSE,"1976",2.35,0.69,0.736445,285,-34
3.06,1976-07-26,1976-07-26 18:25:00,"PV",1000,16,984,1078,0,"Grays Harbor","Coastal","Aberdeen",1976,208,FALSE,"1976",2.35,0.69,0.736445,285,-34
3.01,1976-07-26,1976-07-26 18:55:00,"PV",9,0,9,9,0,"Grays Harbor","Coastal","Aberdeen",1976,208,FALSE,"1976",2.35,0.69,0.686665,315,-4
2.12,1976-07-26,1976-07-26 19:03:00,"PV",391,12,379,335,0,"Willapa Bay","Coastal","Aberdeen",1976,208,FALSE,"1976",2.35,0.69,0.686808,323,4
2.1,1976-07-26,1976-07-26 19:08:00,"PV",287,3,284,250,0,"Willapa Bay","Coastal","Aberdeen",1976,208,FALSE,"1976",2.35,0.69,0.689864,328,9
2.09,1976-07-26,1976-07-26 19:13:00,"PV",28,1,27,31,0,"Willapa Bay","Coastal","Aberdeen",1976,208,FALSE,"1976",2.35,0.69,0.695202,333,14
2.07,1976-07-26,1976-07-26 19:16:00,"PV",12,0,12,12,0,"Willapa Bay","Coastal","Aberdeen",1976,208,FALSE,"1976",2.35,0.69,0.699497,336,17
2.04,1976-07-26,1976-07-26 19:20:00,"PV",16,0,16,16,0,"Willapa Bay","Coastal","Aberdeen",1976,208,FALSE,"1976",2.35,0.69,0.706489,340,21
2.05,1976-07-26,1976-07-26 19:20:00,"PV",12,0,12,12,0,"Willapa Bay","Coastal","Aberdeen",1976,208,FALSE,"1976",2.35,0.69,0.706489,340,21
2.01,1976-07-26,1976-07-26 19:26:00,"PV",20,0,20,20,0,"Willapa Bay","Coastal","Aberdeen",1976,208,FALSE,"1976",2.83,0.69,0.719659,-343,27
1.04,1976-07-26,1976-07-26 19:35:00,"PV",80,44,36,80,44,"Columbia River","Coastal","Astoria",1976,208,FALSE,"1976",2.25,0.63,0.642773,313,-19
3.07,1976-07-27,1976-07-27 07:56:00,"PV",335,0,335,335,0,"Grays Harbor","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.416568,-382,20
3.06,1976-07-27,1976-07-27 08:01:00,"PV",603,5,598,600,0,"Grays Harbor","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.404687,-377,25
3.15,1976-07-27,1976-07-27 08:05:00,"PV",71,4,67,60,0,"Grays Harbor","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.393319,-373,29
4.03,1976-07-27,1976-07-27 08:25:00,"PV",0,0,0,0,0,"Olympic Coast S","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.313012,-353,49
4.06,1976-07-27,1976-07-27 08:42:00,"PV",123,0,123,123,0,"Olympic Coast S","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.217049,-336,66
4.07,1976-07-27,1976-07-27 08:49:00,"PV",1,0,1,1,0,"Olympic Coast S","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.171098,-329,73
4.09,1976-07-27,1976-07-27 08:55:00,"PV",14,0,14,25,0,"Olympic Coast S","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.129043,-323,79
4.13,1976-07-27,1976-07-27 08:57:00,"PV",22,0,22,22,0,"Olympic Coast S","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.114509,-321,81
4.14,1976-07-27,1976-07-27 08:59:00,"PV",96,5,91,75,5,"Olympic Coast S","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.099729,-319,83
4.17,1976-07-27,1976-07-27 09:02:00,"PV",16,1,15,16,1,"Olympic Coast S","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.077111,-316,86
5.02,1976-07-27,1976-07-27 09:08:00,"PV",29,2,27,29,2,"Olympic Coast N","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.030337,-310,92
5.07,1976-07-27,1976-07-27 09:10:00,"PV",137,0,137,137,0,"Olympic Coast N","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,-0.014314,-308,94
5.06,1976-07-27,1976-07-27 09:15:00,"PV",0,0,0,0,0,"Olympic Coast N","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.026634,-303,99
5.1,1976-07-27,1976-07-27 09:22:00,"PV",4,0,4,4,0,"Olympic Coast N","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.085949,-296,106
5.13,1976-07-27,1976-07-27 09:26:00,"PV",40,0,40,40,0,"Olympic Coast N","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.120802,-292,110
5.18,1976-07-27,1976-07-27 09:31:00,"PV",20,0,20,17,0,"Olympic Coast N","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.165269,-287,115
5.21,1976-07-27,1976-07-27 09:43:00,"PV",12,0,12,12,0,"Olympic Coast N","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.275619,-275,127
5.14,1976-07-27,1976-07-27 09:54:00,"PV",28,0,28,28,0,"Olympic Coast N","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.380592,-264,138
5.11,1976-07-27,1976-07-27 09:58:00,"PV",35,0,35,35,0,"Olympic Coast N","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.419527,-260,142
5.09,1976-07-27,1976-07-27 10:00:00,"PV",2,0,2,2,0,"Olympic Coast N","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.43913,-258,144
5.08,1976-07-27,1976-07-27 10:02:00,"PV",15,1,14,15,1,"Olympic Coast N","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.458819,-256,146
3.2,1976-07-27,1976-07-27 10:43:00,"PV",51,0,51,60,0,"Grays Harbor","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.875868,-215,187
3.21,1976-07-27,1976-07-27 10:43:00,"PV",79,0,79,75,0,"Grays Harbor","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.875868,-215,187
3.15,1976-07-27,1976-07-27 10:43:00,"PV",27,0,27,30,0,"Grays Harbor","Coastal","Aberdeen",1976,209,FALSE,"1976",2.46,-0.44,0.875868,-215,187
3.21,1976-08-27,1976-08-27 08:02:00,"PV",20,0,20,20,0,"Grays Harbor","Coastal","Aberdeen",1976,240,FALSE,"1976",2.81,-0.22,-0.175902,334,-25
3.2,1976-08-27,1976-08-27 08:05:00,"PV",25,0,25,25,0,"Grays Harbor","Coastal","Aberdeen",1976,240,FALSE,"1976",2.81,-0.22,-0.184422,337,-22
3.15,1976-08-27,1976-08-27 08:10:00,"PV",28,0,28,25,0,"Grays Harbor","Coastal","Aberdeen",1976,240,FALSE,"1976",2.81,-0.22,-0.196342,342,-17
3.08,1976-08-27,1976-08-27 08:14:00,"PV",25,0,25,25,0,"Grays Harbor","Coastal","Aberdeen",1976,240,FALSE,"1976",2.81,-0.22,-0.203798,346,-13
3.06,1976-08-27,1976-08-27 08:15:00,"PV",595,0,595,625,0,"Grays Harbor","Coastal","Aberdeen",1976,240,FALSE,"1976",2.81,-0.22,-0.20537,347,-12
3.01,1976-08-27,1976-08-27 08:24:00,"PV",28,0,28,28,0,"Grays Harbor","Coastal","Aberdeen",1976,240,FALSE,"1976",2.81,-0.22,-0.214207,356,-3
2.12,1976-08-27,1976-08-27 08:41:00,"PV",486,2,484,477,2,"Willapa Bay","Coastal","Aberdeen",1976,240,FALSE,"1976",2.81,-0.22,-0.20452,373,14
2.1,1976-08-27,1976-08-27 08:45:00,"PV",129,0,129,125,0,"Willapa Bay","Coastal","Aberdeen",1976,240,FALSE,"1976",2.87,-0.22,-0.197218,-374,18
2.07,1976-08-27,1976-08-27 08:50:00,"PV",28,0,28,34,0,"Willapa Bay","Coastal","Aberdeen",1976,240,FALSE,"1976",2.87,-0.22,-0.185427,-369,23
2.06,1976-08-27,1976-08-27 08:56:00,"PV",48,0,48,48,0,"Willapa Bay","Coastal","Aberdeen",1976,240,FALSE,"1976",2.87,-0.22,-0.167415,-363,29
2.01,1976-08-27,1976-08-27 09:02:00,"PV",50,0,50,47,0,"Willapa Bay","Coastal","Aberdeen",1976,240,FALSE,"1976",2.87,-0.22,-0.145266,-357,35
1.04,1976-08-27,1976-08-27 09:12:00,"PV",387,0,387,300,0,"Columbia River","Coastal","Astoria",1976,240,FALSE,"1976",2.59,-0.21,-0.208021,370,-11
1.14,1976-08-27,1976-08-27 09:17:00,"PV",0,0,0,0,0,"Columbia River","Coastal","Astoria",1976,240,FALSE,"1976",2.59,-0.21,-0.212556,375,-6
1.07,1976-08-27,1976-08-27 09:20:00,"PV",13,0,13,13,0,"Columbia River","Coastal","Astoria",1976,240,FALSE,"1976",2.65,-0.21,-0.214109,-372,-3
1.06,1976-08-27,1976-08-27 09:30:00,"PV",0,0,0,0,0,"Columbia River","Coastal","Astoria",1976,240,FALSE,"1976",2.65,-0.21,-0.212836,-362,7
1.11,1976-08-27,1976-08-27 09:30:00,"PV",8,0,8,8,0,"Columbia River","Coastal","Astoria",1976,240,FALSE,"1976",2.65,-0.21,-0.212836,-362,7
3.06,1976-08-29,1976-08-29 09:30:00,"PV",501,0,501,300,0,"Grays Harbor","Coastal","Aberdeen",1976,242,FALSE,"1976",2.53,0.16,0.185838,322,-21
3.08,1976-08-29,1976-08-29 09:33:00,"PV",116,0,116,100,0,"Grays Harbor","Coastal","Aberdeen",1976,242,FALSE,"1976",2.53,0.16,0.179966,325,-18
3.15,1976-08-29,1976-08-29 09:35:00,"PV",50,0,50,45,0,"Grays Harbor","Coastal","Aberdeen",1976,242,FALSE,"1976",2.53,0.16,0.176525,327,-16
3.2,1976-08-29,1976-08-29 09:37:00,"PV",35,0,35,35,0,"Grays Harbor","Coastal","Aberdeen",1976,242,FALSE,"1976",2.53,0.16,0.173468,329,-14
3.21,1976-08-29,1976-08-29 09:38:00,"PV",70,0,70,50,0,"Grays Harbor","Coastal","Aberdeen",1976,242,FALSE,"1976",2.53,0.16,0.172085,330,-13
4.06,1976-08-29,1976-08-29 10:05:00,"PV",291,0,291,350,0,"Olympic Coast S","Coastal","Aberdeen",1976,242,FALSE,"1976",2.53,0.16,0.172459,357,14
4.07,1976-08-29,1976-08-29 10:12:00,"PV",17,0,17,17,0,"Olympic Coast S","Coastal","Aberdeen",1976,242,FALSE,"1976",2.53,0.16,0.184742,364,21
4.09,1976-08-29,1976-08-29 10:17:00,"PV",39,0,39,25,0,"Olympic Coast S","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.196619,-365,26
4.1,1976-08-29,1976-08-29 10:18:00,"PV",87,0,87,43,0,"Olympic Coast S","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.199305,-364,27
4.13,1976-08-29,1976-08-29 10:20:00,"PV",34,3,31,28,3,"Olympic Coast S","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.204983,-362,29
4.14,1976-08-29,1976-08-29 10:22:00,"PV",460,0,460,230,0,"Olympic Coast S","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.211072,-360,31
4.15,1976-08-29,1976-08-29 10:25:00,"PV",25,0,25,25,0,"Olympic Coast S","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.220971,-357,34
4.16,1976-08-29,1976-08-29 10:27:00,"PV",3,0,3,3,0,"Olympic Coast S","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.228077,-355,36
5.02,1976-08-29,1976-08-29 10:35:00,"PV",410,0,410,247,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.260512,-347,44
5.03,1976-08-29,1976-08-29 10:36:00,"PV",261,0,261,80,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.265011,-346,45
5.07,1976-08-29,1976-08-29 10:39:00,"PV",8,0,8,8,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.279092,-343,48
5.06,1976-08-29,1976-08-29 10:40:00,"PV",0,0,0,0,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.283978,-342,49
5.08,1976-08-29,1976-08-29 10:45:00,"PV",80,0,80,52,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.309835,-337,54
5.09,1976-08-29,1976-08-29 10:47:00,"PV",98,0,98,65,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.320832,-335,56
5.24,1976-08-29,1976-08-29 10:50:00,"PV",3,0,3,3,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.338014,-332,59
5.1,1976-08-29,1976-08-29 10:51:00,"PV",0,0,0,0,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.343922,-331,60
5.13,1976-08-29,1976-08-29 10:55:00,"PV",18,0,18,18,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.368439,-327,64
5.15,1976-08-29,1976-08-29 10:58:00,"PV",0,0,0,0,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.387736,-324,67
5.18,1976-08-29,1976-08-29 11:00:00,"PV",19,0,19,19,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.401024,-322,69
5.22,1976-08-29,1976-08-29 11:08:00,"PV",0,0,0,0,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.457424,-314,77
5.16,1976-08-29,1976-08-29 11:20:00,"PV",0,0,0,0,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.551041,-302,89
5.12,1976-08-29,1976-08-29 11:22:00,"PV",104,0,104,85,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.567606,-300,91
5.11,1976-08-29,1976-08-29 11:26:00,"PV",79,0,79,79,0,"Olympic Coast N","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.601495,-296,95
4.01,1976-08-29,1976-08-29 12:05:00,"PV",7,0,7,7,0,"Olympic Coast S","Coastal","Aberdeen",1976,242,FALSE,"1976",2.91,0.16,0.973111,-257,134
3.15,1976-09-27,1976-09-27 11:15:00,"PV",61,0,61,70,0,"Grays Harbor","Coastal","Aberdeen",1976,271,FALSE,"1976",3.05,0.46,0.969498,-278,104
3.21,1976-09-27,1976-09-27 11:18:00,"PV",59,0,59,65,0,"Grays Harbor","Coastal","Aberdeen",1976,271,FALSE,"1976",3.05,0.46,0.996411,-275,107
3.2,1976-09-27,1976-09-27 11:19:00,"PV",32,0,32,30,0,"Grays Harbor","Coastal","Aberdeen",1976,271,FALSE,"1976",3.05,0.46,1.005474,-274,108
3.06,1976-09-27,1976-09-27 11:24:00,"PV",504,0,504,400,0,"Grays Harbor","Coastal","Aberdeen",1976,271,FALSE,"1976",3.05,0.46,1.05143,-269,113
3.01,1976-09-27,1976-09-27 11:29:00,"PV",11,0,11,11,0,"Grays Harbor","Coastal","Aberdeen",1976,271,FALSE,"1976",3.05,0.46,1.098375,-264,118
2.12,1976-09-27,1976-09-27 11:38:00,"PV",193,0,193,125,0,"Willapa Bay","Coastal","Aberdeen",1976,271,FALSE,"1976",3.05,0.46,1.185005,-255,127
2.1,1976-09-27,1976-09-27 11:42:00,"PV",4,0,4,4,0,"Willapa Bay","Coastal","Aberdeen",1976,271,FALSE,"1976",3.05,0.46,1.22425,-251,131
2.07,1976-09-27,1976-09-27 11:47:00,"PV",2,0,2,2,0,"Willapa Bay","Coastal","Aberdeen",1976,271,FALSE,"1976",3.05,0.46,1.273834,-246,136
2.06,1976-09-27,1976-09-27 11:50:00,"PV",11,0,11,11,0,"Willapa Bay","Coastal","Aberdeen",1976,271,FALSE,"1976",3.05,0.46,1.303828,-243,139
2.05,1976-09-27,1976-09-27 11:52:00,"PV",36,0,36,37,0,"Willapa Bay","Coastal","Aberdeen",1976,271,FALSE,"1976",3.05,0.46,1.323912,-241,141
2.01,1976-09-27,1976-09-27 12:00:00,"PV",15,0,15,15,0,"Willapa Bay","Coastal","Aberdeen",1976,271,FALSE,"1976",3.05,0.46,1.404823,-233,149
3.06,1976-09-28,1976-09-28 09:25:00,"PV",154,0,154,125,0,"Grays Harbor","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.801346,268,-56
3.08,1976-09-28,1976-09-28 09:26:00,"PV",258,0,258,200,0,"Grays Harbor","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.797077,269,-55
3.15,1976-09-28,1976-09-28 09:30:00,"PV",41,0,41,47,0,"Grays Harbor","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.78062,273,-51
3.2,1976-09-28,1976-09-28 09:32:00,"PV",58,0,58,21,0,"Grays Harbor","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.772773,275,-49
3.21,1976-09-28,1976-09-28 09:35:00,"PV",56,0,56,45,0,"Grays Harbor","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.76149,278,-46
3.22,1976-09-28,1976-09-28 09:37:00,"PV",18,0,18,18,0,"Grays Harbor","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.7543,280,-44
4.18,1976-09-28,1976-09-28 09:47:00,"PV",0,0,0,0,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.722503,290,-34
4.02,1976-09-28,1976-09-28 09:52:00,"PV",0,0,0,0,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.709319,295,-29
4.04,1976-09-28,1976-09-28 09:56:00,"PV",0,0,0,0,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.700135,299,-25
4.2,1976-09-28,1976-09-28 10:04:00,"PV",0,0,0,0,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.685545,307,-17
4.06,1976-09-28,1976-09-28 10:10:00,"PV",237,0,237,50,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.678024,313,-11
4.07,1976-09-28,1976-09-28 10:17:00,"PV",61,0,61,55,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.673088,320,-4
4.21,1976-09-28,1976-09-28 10:20:00,"PV",1,0,1,1,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.672266,323,-1
4.09,1976-09-28,1976-09-28 10:23:00,"PV",15,0,15,15,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.672232,326,2
4.1,1976-09-28,1976-09-28 10:25:00,"PV",35,0,35,27,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.672651,328,4
4.11,1976-09-28,1976-09-28 10:26:00,"PV",6,0,6,6,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.672993,329,5
4.13,1976-09-28,1976-09-28 10:28:00,"PV",30,0,30,30,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.673944,331,7
4.14,1976-09-28,1976-09-28 10:29:00,"PV",183,0,183,145,0,"Olympic Coast S","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.674554,332,8
5.01,1976-09-28,1976-09-28 10:32:00,"PV",26,0,26,17,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.676919,335,11
5.02,1976-09-28,1976-09-28 10:35:00,"PV",144,0,144,90,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.680092,338,14
5.03,1976-09-28,1976-09-28 10:38:00,"PV",72,0,72,50,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.684074,341,17
5.09,1976-09-28,1976-09-28 10:50:00,"PV",116,0,116,84,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.46,0.67,0.708097,353,29
5.1,1976-09-28,1976-09-28 10:51:00,"PV",0,0,0,0,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.92,0.67,0.71068,-352,30
5.11,1976-09-28,1976-09-28 10:52:00,"PV",165,0,165,80,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.92,0.67,0.713352,-351,31
5.14,1976-09-28,1976-09-28 10:55:00,"PV",29,0,29,31,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.92,0.67,0.7219,-348,34
5.12,1976-09-28,1976-09-28 10:57:00,"PV",82,0,82,102,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.92,0.67,0.728037,-346,36
5.13,1976-09-28,1976-09-28 11:00:00,"PV",2,0,2,2,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.92,0.67,0.737897,-343,39
5.17,1976-09-28,1976-09-28 11:08:00,"PV",11,0,11,15,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.92,0.67,0.767959,-335,47
5.2,1976-09-28,1976-09-28 11:13:00,"PV",15,0,15,15,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.92,0.67,0.78946,-330,52
5.21,1976-09-28,1976-09-28 11:15:00,"PV",8,0,8,8,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.92,0.67,0.798628,-328,54
5.04,1976-09-28,1976-09-28 11:38:00,"PV",11,0,11,11,0,"Olympic Coast N","Coastal","Aberdeen",1976,272,FALSE,"1976",2.92,0.67,0.925645,-305,77
9.23,1976-10-19,1976-10-19 08:04:00,"PV",17,0,17,17,0,"Eastern Bays","Northern Inland","Port Townsend",1976,293,FALSE,"1976",2.5,0.58,0.701749,-366,68
7.08,1976-10-19,1976-10-19 08:25:00,"PV",125,0,125,98,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",1976,293,FALSE,"1976",2.5,0.58,0.782611,-345,89
11.29,1976-10-19,1976-10-19 08:32:00,"PV",4,0,4,4,0,"San Juan Islands","Northern Inland","Port Townsend",1976,293,FALSE,"1976",2.5,0.58,0.812817,-338,96
11.3,1976-10-19,1976-10-19 08:32:00,"PV",2,0,2,2,0,"San Juan Islands","Northern Inland","Port Townsend",1976,293,FALSE,"1976",2.5,0.58,0.812817,-338,96
12.05,1976-10-19,1976-10-19 08:35:00,"PV",3,0,3,3,0,"San Juan Islands","Northern Inland","Port Townsend",1976,293,FALSE,"1976",2.5,0.58,0.826205,-335,99
