"Sitecode","Day","Survey.time","Species","Count.total","Count.pups","Count.nonpup","Estimated.total","Estimated.pups","Region","Stock","Tidestation","Year","Julian","use","year","nearest_high_height","nearest_low_height","tide_height","time_from_high_minutes","time_from_low_minutes"
3.01,1985-06-10,1985-06-10 14:02:00,"PV",33,8,25,33,8,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.407196,-370,45
3.03,1985-06-10,1985-06-10 14:07:00,"PV",143,42,101,102,44,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.421223,-365,50
3.02,1985-06-10,1985-06-10 14:08:00,"PV",63,24,39,64,26,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.424182,-364,51
3.04,1985-06-10,1985-06-10 14:12:00,"PV",267,110,157,265,107,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.436518,-360,55
3.05,1985-06-10,1985-06-10 14:21:00,"PV",251,110,141,267,112,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.467072,-351,64
3.07,1985-06-10,1985-06-10 14:26:00,"PV",1478,152,1326,1732,130,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.485627,-346,69
3.06,1985-06-10,1985-06-10 14:31:00,"PV",33,15,18,33,15,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.50524,-341,74
3.09,1985-06-10,1985-06-10 14:33:00,"PV",629,243,386,468,230,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.51337,-339,76
3.12,1985-06-10,1985-06-10 14:43:00,"PV",64,28,36,66,28,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.556309,-329,86
3.17,1985-06-10,1985-06-10 14:45:00,"PV",37,15,22,35,15,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.565332,-327,88
3.18,1985-06-10,1985-06-10 14:48:00,"PV",26,8,18,26,8,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.579124,-324,91
3.19,1985-06-10,1985-06-10 14:50:00,"PV",27,11,16,27,11,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.588485,-322,93
3.22,1985-06-10,1985-06-10 14:54:00,"PV",0,0,0,0,0,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.607595,-318,97
3.2,1985-06-10,1985-06-10 14:57:00,"PV",406,169,237,400,172,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.622255,-315,100
3.21,1985-06-10,1985-06-10 15:02:00,"PV",244,90,154,315,90,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.647283,-310,105
3.16,1985-06-10,1985-06-10 15:08:00,"PV",120,48,72,105,46,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.67825,-304,111
3.15,1985-06-10,1985-06-10 15:10:00,"PV",135,56,79,131,56,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.688788,-302,113
3.14,1985-06-10,1985-06-10 15:15:00,"PV",41,16,25,41,16,"Grays Harbor","Coastal","Aberdeen",1985,161,TRUE,"1985",2.29,0.35,0.715579,-297,118
3.01,1985-06-11,1985-06-11 14:00:00,"PV",31,8,23,31,8,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",1.86,0.52,0.518816,354,-10
3.02,1985-06-11,1985-06-11 14:03:00,"PV",99,38,61,120,39,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",1.86,0.52,0.517196,357,-7
3.03,1985-06-11,1985-06-11 14:07:00,"PV",161,43,118,146,43,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",1.86,0.52,0.515908,361,-3
3.04,1985-06-11,1985-06-11 14:12:00,"PV",244,93,151,208,100,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",1.86,0.52,0.515698,366,2
3.05,1985-06-11,1985-06-11 14:15:00,"PV",279,121,158,265,126,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",1.86,0.52,0.516317,369,5
3.07,1985-06-11,1985-06-11 14:20:00,"PV",1231,123,1108,711,120,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",1.86,0.52,0.518583,374,10
3.09,1985-06-11,1985-06-11 14:27:00,"PV",645,250,395,602,256,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",1.86,0.52,0.524319,381,17
3.18,1985-06-11,1985-06-11 14:40:00,"PV",62,26,36,64,26,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",2.36,0.52,0.542681,-377,30
3.2,1985-06-11,1985-06-11 14:45:00,"PV",337,138,199,399,145,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",2.36,0.52,0.55231,-372,35
3.19,1985-06-11,1985-06-11 14:50:00,"PV",18,7,11,18,7,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",2.36,0.52,0.563303,-367,40
3.17,1985-06-11,1985-06-11 14:52:00,"PV",27,13,14,27,13,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",2.36,0.52,0.568072,-365,42
3.13,1985-06-11,1985-06-11 14:53:00,"PV",11,5,6,11,5,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",2.36,0.52,0.570535,-364,43
3.16,1985-06-11,1985-06-11 14:58:00,"PV",64,27,37,62,29,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",2.36,0.52,0.583615,-359,48
3.15,1985-06-11,1985-06-11 14:59:00,"PV",178,68,110,204,69,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",2.36,0.52,0.586381,-358,49
3.14,1985-06-11,1985-06-11 15:01:00,"PV",46,18,28,45,18,"Grays Harbor","Coastal","Aberdeen",1985,162,TRUE,"1985",2.36,0.52,0.592062,-356,51
4.01,1985-06-11,1985-06-11 15:28:00,"PV",40,0,40,25,0,"Olympic Coast S","Coastal","Aberdeen",1985,162,TRUE,"1985",2.36,0.52,0.68634,-329,78
3.18,1985-06-21,1985-06-21 09:28:00,"PV",69,24,45,92,24,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.72,-0.4,-0.402733,406,-3
3.13,1985-06-21,1985-06-21 09:31:00,"PV",13,5,8,13,5,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.72,-0.4,-0.403159,409,0
3.22,1985-06-21,1985-06-21 09:32:00,"PV",5,1,4,5,1,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.72,-0.4,-0.403111,410,1
3.2,1985-06-21,1985-06-21 09:35:00,"PV",184,62,122,189,62,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.72,-0.4,-0.402397,413,4
3.19,1985-06-21,1985-06-21 09:39:00,"PV",3,1,2,3,1,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.400116,-410,8
3.21,1985-06-21,1985-06-21 09:46:00,"PV",97,32,65,120,29,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.39248,-403,15
3.16,1985-06-21,1985-06-21 09:47:00,"PV",79,28,51,81,26,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.391013,-402,16
3.15,1985-06-21,1985-06-21 09:49:00,"PV",6,2,4,6,2,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.387798,-400,18
3.14,1985-06-21,1985-06-21 09:53:00,"PV",19,6,13,19,6,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.380251,-396,22
3.17,1985-06-21,1985-06-21 09:55:00,"PV",11,2,9,11,2,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.375923,-394,24
3.12,1985-06-21,1985-06-21 09:58:00,"PV",25,13,12,25,9,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.368745,-391,27
3.09,1985-06-21,1985-06-21 10:09:00,"PV",545,184,361,487,169,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.335521,-380,38
3.07,1985-06-21,1985-06-21 10:18:00,"PV",1050,97,953,780,99,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.300558,-371,47
3.06,1985-06-21,1985-06-21 10:22:00,"PV",1,0,1,1,0,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.282875,-367,51
3.05,1985-06-21,1985-06-21 10:25:00,"PV",2,0,2,2,0,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.26878,-364,54
3.04,1985-06-21,1985-06-21 10:27:00,"PV",220,71,149,190,68,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.258995,-362,56
3.03,1985-06-21,1985-06-21 10:38:00,"PV",6,1,5,6,1,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.19988,-351,67
3.02,1985-06-21,1985-06-21 10:41:00,"PV",187,39,148,120,35,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.182279,-348,70
3.01,1985-06-21,1985-06-21 10:44:00,"PV",0,0,0,0,0,"Grays Harbor","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.16408,-345,73
2.12,1985-06-21,1985-06-21 10:57:00,"PV",440,0,440,440,0,"Willapa Bay","Coastal","Aberdeen",1985,172,TRUE,"1985",2.23,-0.4,-0.078799,-332,86
7.06,1985-07-10,1985-07-10 11:43:00,"PV",153,1,152,126,1,"Strait of Juan de Fuca","Northern Inland","Port Townsend",1985,191,FALSE,"1985",1.43,1.2,1.418898,-45,-280
7.08,1985-07-10,1985-07-10 11:53:00,"PV",243,56,187,205,64,"Strait of Juan de Fuca","Northern Inland","Port Townsend",1985,191,FALSE,"1985",1.43,1.2,1.425016,-35,-270
6.06,1985-07-10,1985-07-10 13:38:00,"PV",4,1,3,4,1,"Strait of Juan de Fuca","Northern Inland","Aberdeen",1985,191,FALSE,"1985",1.75,0.67,0.691351,376,29
6.04,1985-07-10,1985-07-10 14:05:00,"PV",0,0,0,0,0,"Strait of Juan de Fuca","Northern Inland","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,0.755366,-349,56
6.02,1985-07-10,1985-07-10 14:11:00,"PV",0,0,0,0,0,"Strait of Juan de Fuca","Northern Inland","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,0.774791,-343,62
6.01,1985-07-10,1985-07-10 14:12:00,"PV",0,0,0,0,0,"Strait of Juan de Fuca","Northern Inland","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,0.778199,-342,63
5.21,1985-07-10,1985-07-10 14:20:00,"PV",7,0,7,7,0,"Olympic Coast N","Coastal","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,0.807143,-334,71
5.2,1985-07-10,1985-07-10 14:23:00,"PV",31,0,31,31,0,"Olympic Coast N","Coastal","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,0.818739,-331,74
5.03,1985-07-10,1985-07-10 14:52:00,"PV",0,0,0,0,0,"Olympic Coast N","Coastal","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,0.948767,-302,103
5.05,1985-07-10,1985-07-10 14:52:00,"PV",0,0,0,0,0,"Olympic Coast N","Coastal","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,0.948767,-302,103
4.05,1985-07-10,1985-07-10 15:12:00,"PV",28,0,28,28,0,"Olympic Coast S","Coastal","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,1.053259,-282,123
4.06,1985-07-10,1985-07-10 15:15:00,"PV",220,0,220,156,0,"Olympic Coast S","Coastal","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,1.069697,-279,126
3.18,1985-07-10,1985-07-10 16:12:00,"PV",45,2,43,45,2,"Grays Harbor","Coastal","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,1.40283,-222,183
3.07,1985-07-10,1985-07-10 16:17:00,"PV",667,8,659,380,8,"Grays Harbor","Coastal","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,1.43297,-217,188
3.02,1985-07-10,1985-07-10 16:24:00,"PV",104,10,94,100,6,"Grays Harbor","Coastal","Aberdeen",1985,191,FALSE,"1985",2.35,0.67,1.475191,-210,195
3.02,1985-08-09,1985-08-09 13:21:00,"PV",0,0,0,0,0,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.102193,325,20
3.04,1985-08-09,1985-08-09 13:21:00,"PV",0,0,0,0,0,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.102193,325,20
3.01,1985-08-09,1985-08-09 13:22:00,"PV",0,0,0,0,0,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.102929,326,21
3.03,1985-08-09,1985-08-09 13:25:00,"PV",191,0,191,150,0,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.105382,329,24
3.07,1985-08-09,1985-08-09 13:28:00,"PV",2167,1,2166,1505,1,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.108202,332,27
3.09,1985-08-09,1985-08-09 13:32:00,"PV",0,0,0,0,0,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.112546,336,31
3.11,1985-08-09,1985-08-09 13:32:00,"PV",0,0,0,0,0,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.112546,336,31
3.12,1985-08-09,1985-08-09 13:32:00,"PV",0,0,0,0,0,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.112546,336,31
3.18,1985-08-09,1985-08-09 13:34:00,"PV",78,6,72,80,6,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.114971,338,33
3.2,1985-08-09,1985-08-09 13:38:00,"PV",180,6,174,120,6,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.120335,342,37
3.21,1985-08-09,1985-08-09 13:40:00,"PV",94,7,87,85,7,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.123275,344,39
3.15,1985-08-09,1985-08-09 13:44:00,"PV",41,2,39,39,2,"Grays Harbor","Coastal","Aberdeen",1985,221,FALSE,"1985",1.66,1.1,1.129679,348,43
8.08,1985-08-09,1985-08-09 14:08:00,"PV",143,1,142,143,1,"Hood Canal","Hood Canal","Seattle",1985,221,FALSE,"1985",2.52,2.25,2.517865,21,-225
10.06,1985-08-09,1985-08-09 14:24:00,"PV",187,4,183,187,4,"Puget Sound","Southern Puget Sound","Seattle",1985,221,TRUE,"1985",2.52,2.25,2.509105,37,-209
10.09,1985-08-09,1985-08-09 14:31:00,"PV",100,12,88,100,12,"Puget Sound","Southern Puget Sound","Seattle",1985,221,TRUE,"1985",2.52,2.25,2.503854,44,-202
9.34,1985-08-16,1985-08-16 08:33:00,"PV",7,1,6,7,1,"Eastern Bays","Northern Inland","Seattle",1985,228,TRUE,"1985",3.12,-0.63,1.084659,235,-181
9.33,1985-08-16,1985-08-16 08:35:00,"PV",8,1,7,8,1,"Eastern Bays","Northern Inland","Seattle",1985,228,TRUE,"1985",3.12,-0.63,1.056084,237,-179
7.09,1985-08-16,1985-08-16 08:47:00,"PV",0,0,0,0,0,"Strait of Juan de Fuca","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.016581,316,-111
7.06,1985-08-16,1985-08-16 08:53:00,"PV",216,26,190,173,37,"Strait of Juan de Fuca","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.070257,322,-105
7.05,1985-08-16,1985-08-16 09:00:00,"PV",107,3,104,81,5,"Strait of Juan de Fuca","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.130055,329,-98
7.08,1985-08-16,1985-08-16 09:10:00,"PV",425,41,384,266,72,"Strait of Juan de Fuca","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.209769,339,-88
9.3,1985-08-16,1985-08-16 09:26:00,"PV",2,0,2,2,0,"Eastern Bays","Northern Inland","Seattle",1985,228,TRUE,"1985",3.12,-0.63,0.344606,288,-128
9.31,1985-08-16,1985-08-16 09:29:00,"PV",83,15,68,83,15,"Eastern Bays","Northern Inland","Seattle",1985,228,TRUE,"1985",3.12,-0.63,0.305261,291,-125
9.32,1985-08-16,1985-08-16 09:35:00,"PV",119,12,107,116,8,"Eastern Bays","Northern Inland","Seattle",1985,228,TRUE,"1985",3.12,-0.63,0.227963,297,-119
9.25,1985-08-16,1985-08-16 09:45:00,"PV",14,3,11,14,3,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.428164,374,-53
9.24,1985-08-16,1985-08-16 09:47:00,"PV",59,12,47,49,15,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.437538,376,-51
9.23,1985-08-16,1985-08-16 09:50:00,"PV",87,16,71,99,20,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.450937,379,-48
9.22,1985-08-16,1985-08-16 09:56:00,"PV",36,6,30,41,8,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.475333,385,-42
9.21,1985-08-16,1985-08-16 09:59:00,"PV",61,11,50,48,12,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.486321,388,-39
9.2,1985-08-16,1985-08-16 10:01:00,"PV",0,0,0,0,0,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.493196,390,-37
9.19,1985-08-16,1985-08-16 10:04:00,"PV",96,16,80,97,18,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.502831,393,-34
9.17,1985-08-16,1985-08-16 10:11:00,"PV",48,5,43,40,4,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.522144,400,-27
9.16,1985-08-16,1985-08-16 10:17:00,"PV",1,0,1,1,0,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.535169,406,-21
9.14,1985-08-16,1985-08-16 10:25:00,"PV",0,0,0,0,0,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.547495,414,-13
9.13,1985-08-16,1985-08-16 10:26:00,"PV",40,3,37,40,3,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.548634,415,-12
9.1,1985-08-16,1985-08-16 10:36:00,"PV",1,0,1,1,0,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.555168,425,-2
9.09,1985-08-16,1985-08-16 10:38:00,"PV",40,7,33,40,7,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.555429,427,0
9.08,1985-08-16,1985-08-16 10:43:00,"PV",24,0,24,25,0,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.554582,432,5
9.07,1985-08-16,1985-08-16 10:44:00,"PV",25,3,22,25,3,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.554159,433,6
9.06,1985-08-16,1985-08-16 10:49:00,"PV",3,1,2,3,1,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.550788,438,11
9.05,1985-08-16,1985-08-16 10:58:00,"PV",94,15,79,94,14,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.539578,447,20
9.04,1985-08-16,1985-08-16 11:01:00,"PV",736,94,642,500,120,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.34,-0.56,-0.534412,450,23
9.02,1985-08-16,1985-08-16 11:07:00,"PV",7,1,6,7,1,"Eastern Bays","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.52201,-447,29
13.07,1985-08-16,1985-08-16 11:15:00,"PV",0,0,0,0,0,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.501326,-439,37
13.04,1985-08-16,1985-08-16 11:18:00,"PV",128,17,111,90,15,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.492392,-436,40
13.03,1985-08-16,1985-08-16 11:22:00,"PV",93,14,79,101,23,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.479518,-432,44
13.06,1985-08-16,1985-08-16 11:26:00,"PV",39,5,34,40,7,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.465573,-428,48
11.03,1985-08-16,1985-08-16 11:30:00,"PV",37,4,33,39,2,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.450589,-424,52
11.02,1985-08-16,1985-08-16 11:32:00,"PV",93,13,80,60,16,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.442719,-422,54
11.04,1985-08-16,1985-08-16 11:36:00,"PV",0,0,0,0,0,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.426242,-418,58
11.07,1985-08-16,1985-08-16 11:40:00,"PV",29,11,18,29,11,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.408809,-414,62
11.05,1985-08-16,1985-08-16 11:43:00,"PV",57,9,48,63,12,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.395128,-411,65
11.09,1985-08-16,1985-08-16 11:48:00,"PV",4,1,3,4,1,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.371212,-406,70
11.1,1985-08-16,1985-08-16 11:48:00,"PV",18,5,13,18,5,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.371212,-406,70
11.11,1985-08-16,1985-08-16 11:52:00,"PV",2,1,1,2,1,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.351111,-402,74
13.08,1985-08-16,1985-08-16 12:01:00,"PV",65,12,53,63,12,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.30291,-393,83
13.09,1985-08-16,1985-08-16 12:03:00,"PV",34,1,33,37,1,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.291665,-391,85
13.11,1985-08-16,1985-08-16 12:05:00,"PV",36,5,31,35,5,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.280234,-389,87
13.1,1985-08-16,1985-08-16 12:06:00,"PV",11,5,6,11,5,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.27445,-388,88
13.12,1985-08-16,1985-08-16 12:10:00,"PV",117,21,96,94,14,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.250865,-384,92
13.13,1985-08-16,1985-08-16 12:13:00,"PV",28,7,21,28,7,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.232718,-381,95
13.2,1985-08-16,1985-08-16 12:13:00,"PV",2,1,1,2,1,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.232718,-381,95
13.14,1985-08-16,1985-08-16 12:15:00,"PV",23,8,15,23,8,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.220408,-379,97
13.18,1985-08-16,1985-08-16 12:18:00,"PV",51,14,37,52,16,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.201632,-376,100
13.19,1985-08-16,1985-08-16 12:20:00,"PV",22,4,18,22,4,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.188912,-374,102
13.15,1985-08-16,1985-08-16 12:26:00,"PV",6,2,4,6,2,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.149811,-368,108
13.25,1985-08-16,1985-08-16 12:31:00,"PV",67,4,63,60,5,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.116189,-363,113
13.24,1985-08-16,1985-08-16 12:31:00,"PV",11,3,8,11,3,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.116189,-363,113
13.28,1985-08-16,1985-08-16 12:35:00,"PV",3,0,3,3,0,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.088642,-359,117
13.29,1985-08-16,1985-08-16 12:36:00,"PV",8,2,6,8,2,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.081667,-358,118
13.31,1985-08-16,1985-08-16 12:38:00,"PV",1,0,1,1,0,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,-0.067614,-356,120
12.35,1985-08-16,1985-08-16 12:56:00,"PV",11,2,9,11,2,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,0.064747,-338,138
12.36,1985-08-16,1985-08-16 12:57:00,"PV",0,0,0,0,0,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,0.072396,-337,139
12.34,1985-08-16,1985-08-16 12:59:00,"PV",27,6,21,27,6,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,0.087783,-335,141
12.25,1985-08-16,1985-08-16 13:03:00,"PV",15,1,14,15,1,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,0.11891,-331,145
12.24,1985-08-16,1985-08-16 13:05:00,"PV",32,5,27,32,5,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,0.134647,-329,147
12.22,1985-08-16,1985-08-16 13:07:00,"PV",3,0,3,3,0,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,0.150497,-327,149
12.23,1985-08-16,1985-08-16 13:07:00,"PV",18,2,16,18,2,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,0.150497,-327,149
12.2,1985-08-16,1985-08-16 13:09:00,"PV",95,14,81,118,16,"San Juan Islands","Northern Inland","Port Townsend",1985,228,TRUE,"1985",2.58,-0.56,0.16646,-325,151
